_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,userID
6006361cf9af8b569d876179,0039,"Sat, 02 Jan 2021 20:13:46 GMT","Sun, 03 Jan 2021 04:27:44 GMT","Sat, 02 Jan 2021 22:12:38 GMT",6.1,2_39_139_28_2021-01-02 20:13:36.198583,0002,CA-303,2-39-139-28,America/Los_Angeles,000005594,250.0,25.0,100.0,480.0,"Sat, 02 Jan 2021 20:13:46 GMT",True,"Sun, 03 Jan 2021 04:13:46 GMT",5594.0
6006361cf9af8b569d87617a,0039,"Sat, 02 Jan 2021 20:43:21 GMT","Sun, 03 Jan 2021 04:01:03 GMT","Sun, 03 Jan 2021 00:50:22 GMT",28.615,2_39_91_437_2021-01-02 20:43:21.260338,0002,CA-317,2-39-91-437,America/Los_Angeles,000000838,286.0,28.6,100.0,480.0,"Sat, 02 Jan 2021 20:43:45 GMT",True,"Sun, 03 Jan 2021 04:43:21 GMT",838.0
6006361cf9af8b569d87617b,0039,"Sun, 03 Jan 2021 01:00:55 GMT","Sun, 03 Jan 2021 02:38:51 GMT",,29.968,2_39_81_4550_2021-01-03 01:00:41.168776,0002,11900388,2-39-81-4550,America/Los_Angeles,000001554,300.0,51.0,170.0,490.0,"Sun, 03 Jan 2021 01:00:54 GMT",True,"Sun, 03 Jan 2021 09:10:55 GMT",1554.0
6006361cf9af8b569d87617c,0039,"Sun, 03 Jan 2021 03:54:35 GMT","Sun, 03 Jan 2021 05:35:05 GMT","Sun, 03 Jan 2021 04:59:32 GMT",2.151,2_39_79_376_2021-01-03 03:54:35.475968,0002,CA-324,2-39-79-376,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Sun, 03 Jan 2021 03:55:35 GMT",True,"Sun, 03 Jan 2021 05:54:35 GMT",1082.0
6006361cf9af8b569d87617d,0039,"Sun, 03 Jan 2021 06:17:20 GMT","Sun, 03 Jan 2021 06:45:53 GMT",,13.162,2_39_81_4550_2021-01-03 06:17:20.083528,0002,11900388,2-39-81-4550,America/Los_Angeles,000000316,290.0,20.3,70.0,146.0,"Sun, 03 Jan 2021 06:17:28 GMT",True,"Sun, 03 Jan 2021 08:43:20 GMT",316.0
6007879cf9af8b58a198ce2f,0039,"Sun, 03 Jan 2021 18:54:00 GMT","Mon, 04 Jan 2021 00:13:20 GMT","Sun, 03 Jan 2021 22:58:50 GMT",27.187,2_39_91_437_2021-01-03 18:53:59.940325,0002,CA-317,2-39-91-437,America/Los_Angeles,000000838,286.0,28.6,100.0,480.0,"Sun, 03 Jan 2021 18:54:11 GMT",True,"Mon, 04 Jan 2021 02:54:00 GMT",838.0
6007879cf9af8b58a198ce30,0039,"Sun, 03 Jan 2021 22:02:25 GMT","Sun, 03 Jan 2021 22:23:17 GMT",,5.237,2_39_81_4550_2021-01-03 22:02:24.545609,0002,11900388,2-39-81-4550,America/Los_Angeles,000007132,274.0,8.22,30.0,480.0,"Sun, 03 Jan 2021 22:02:31 GMT",True,"Mon, 04 Jan 2021 06:02:25 GMT",7132.0
6007879cf9af8b58a198ce30,0039,"Sun, 03 Jan 2021 22:02:25 GMT","Sun, 03 Jan 2021 22:23:17 GMT",,5.237,2_39_81_4550_2021-01-03 22:02:24.545609,0002,11900388,2-39-81-4550,America/Los_Angeles,000007132,274.0,10.96,40.0,480.0,"Sun, 03 Jan 2021 22:16:44 GMT",True,"Mon, 04 Jan 2021 06:02:25 GMT",7132.0
6007879cf9af8b58a198ce31,0039,"Sun, 03 Jan 2021 22:48:48 GMT","Sun, 03 Jan 2021 23:07:53 GMT",,12.932,2_39_81_4550_2021-01-03 22:48:42.767178,0002,11900388,2-39-81-4550,America/Los_Angeles,000009561,299.0,38.87,130.0,480.0,"Sun, 03 Jan 2021 22:48:47 GMT",True,"Mon, 04 Jan 2021 06:48:48 GMT",9561.0
6007879cf9af8b58a198ce32,0039,"Mon, 04 Jan 2021 01:55:39 GMT","Mon, 04 Jan 2021 05:17:42 GMT","Mon, 04 Jan 2021 03:05:56 GMT",2.373,2_39_78_365_2021-01-04 01:55:38.969531,0002,CA-321,2-39-78-365,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Mon, 04 Jan 2021 01:57:10 GMT",True,"Mon, 04 Jan 2021 03:55:39 GMT",1082.0
6007879cf9af8b58a198ce33,0039,"Mon, 04 Jan 2021 03:35:40 GMT","Mon, 04 Jan 2021 04:52:46 GMT",,37.012,2_39_81_4550_2021-01-04 03:34:48.173121,0002,11900388,2-39-81-4550,America/Los_Angeles,000010180,630.0,63.0,100.0,480.0,"Mon, 04 Jan 2021 03:35:39 GMT",True,"Mon, 04 Jan 2021 11:35:40 GMT",10180.0
6008d91bf9af8b5a97335d69,0039,"Mon, 04 Jan 2021 20:09:56 GMT","Mon, 04 Jan 2021 21:15:22 GMT","Mon, 04 Jan 2021 20:33:38 GMT",1.005,2_39_125_21_2021-01-04 20:09:56.455590,0002,CA-311,2-39-125-21,America/Los_Angeles,000001746,350.0,35.0,100.0,534.0,"Mon, 04 Jan 2021 20:10:13 GMT",True,"Tue, 05 Jan 2021 05:03:56 GMT",1746.0
6008d91bf9af8b5a97335d6a,0039,"Mon, 04 Jan 2021 20:34:38 GMT","Mon, 04 Jan 2021 21:43:11 GMT",,34.924,2_39_81_4550_2021-01-04 20:34:37.545759,0002,11900388,2-39-81-4550,America/Los_Angeles,000009790,283.0,28.3,100.0,480.0,"Mon, 04 Jan 2021 20:34:41 GMT",True,"Tue, 05 Jan 2021 04:34:38 GMT",9790.0
6008d91bf9af8b5a97335d6b,0039,"Mon, 04 Jan 2021 21:16:26 GMT","Tue, 05 Jan 2021 00:34:54 GMT","Mon, 04 Jan 2021 22:36:12 GMT",8.859,2_39_79_379_2021-01-04 21:16:25.581259,0002,CA-327,2-39-79-379,America/Los_Angeles,000000714,220.0,17.6,80.0,290.0,"Mon, 04 Jan 2021 21:16:40 GMT",True,"Tue, 05 Jan 2021 02:06:26 GMT",714.0
6008d91bf9af8b5a97335d6c,0039,"Tue, 05 Jan 2021 00:57:52 GMT","Tue, 05 Jan 2021 01:55:44 GMT",,17.519,2_39_81_4550_2021-01-05 00:57:52.365729,0002,11900388,2-39-81-4550,America/Los_Angeles,000009302,286.0,31.46,110.0,317.0,"Tue, 05 Jan 2021 00:58:16 GMT",True,"Tue, 05 Jan 2021 06:14:52 GMT",9302.0
600a2a9cf9af8b5c9b826750,0039,"Tue, 05 Jan 2021 17:50:03 GMT","Tue, 05 Jan 2021 20:04:53 GMT","Tue, 05 Jan 2021 20:04:48 GMT",12.576,2_39_79_379_2021-01-05 17:50:03.043094,0002,CA-327,2-39-79-379,America/Los_Angeles,000000714,220.0,17.6,80.0,290.0,"Tue, 05 Jan 2021 17:50:10 GMT",True,"Tue, 05 Jan 2021 22:40:03 GMT",714.0
600a2a9cf9af8b5c9b826751,0039,"Tue, 05 Jan 2021 18:48:04 GMT","Tue, 05 Jan 2021 23:12:19 GMT","Tue, 05 Jan 2021 19:52:14 GMT",2.155,2_39_78_365_2021-01-05 18:48:04.442386,0002,CA-321,2-39-78-365,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Tue, 05 Jan 2021 18:48:43 GMT",True,"Tue, 05 Jan 2021 20:48:04 GMT",1082.0
600a2a9cf9af8b5c9b826752,0039,"Tue, 05 Jan 2021 21:41:13 GMT","Tue, 05 Jan 2021 22:22:00 GMT","Tue, 05 Jan 2021 22:21:55 GMT",4.596,2_39_91_437_2021-01-05 21:41:12.734233,0002,CA-317,2-39-91-437,America/Los_Angeles,000001039,283.0,28.3,100.0,288.0,"Tue, 05 Jan 2021 21:41:47 GMT",True,"Wed, 06 Jan 2021 02:29:13 GMT",1039.0
600a2a9cf9af8b5c9b826753,0039,"Tue, 05 Jan 2021 21:59:57 GMT","Wed, 06 Jan 2021 02:18:51 GMT","Wed, 06 Jan 2021 01:07:51 GMT",10.172,2_39_79_379_2021-01-05 21:59:56.865598,0002,CA-327,2-39-79-379,America/Los_Angeles,000009048,450.0,13.5,30.0,120.0,"Tue, 05 Jan 2021 22:00:17 GMT",True,"Tue, 05 Jan 2021 23:59:57 GMT",9048.0
600a2a9cf9af8b5c9b826754,0039,"Tue, 05 Jan 2021 23:31:11 GMT","Wed, 06 Jan 2021 00:04:36 GMT","Wed, 06 Jan 2021 00:04:31 GMT",1.874,2_39_89_25_2021-01-05 23:31:10.508130,0002,CA-315,2-39-89-25,America/Los_Angeles,000000743,250.0,7.5,30.0,180.0,"Tue, 05 Jan 2021 23:31:39 GMT",True,"Wed, 06 Jan 2021 02:31:11 GMT",743.0
600a2a9cf9af8b5c9b826755,0039,"Wed, 06 Jan 2021 06:03:17 GMT","Wed, 06 Jan 2021 07:05:08 GMT",,5.302,2_39_81_4550_2021-01-06 06:03:13.476156,0002,11900388,2-39-81-4550,America/Los_Angeles,,,,,,,,,
600b7c1df9af8b5e99d89716,0039,"Wed, 06 Jan 2021 15:04:23 GMT","Wed, 06 Jan 2021 15:57:19 GMT",,27.838,2_39_81_4550_2021-01-06 15:03:47.469314,0002,11900388,2-39-81-4550,America/Los_Angeles,000000268,283.0,28.3,100.0,480.0,"Wed, 06 Jan 2021 15:04:23 GMT",True,"Wed, 06 Jan 2021 23:04:23 GMT",268.0
600b7c1df9af8b5e99d89717,0039,"Wed, 06 Jan 2021 16:33:08 GMT","Wed, 06 Jan 2021 17:29:19 GMT",,16.883,2_39_81_4550_2021-01-06 16:33:08.199673,0002,11900388,2-39-81-4550,America/Los_Angeles,000005855,286.0,85.8,300.0,634.0,"Wed, 06 Jan 2021 16:34:19 GMT",True,"Thu, 07 Jan 2021 03:07:08 GMT",5855.0
600b7c1df9af8b5e99d89718,0039,"Wed, 06 Jan 2021 18:20:53 GMT","Thu, 07 Jan 2021 04:49:01 GMT","Wed, 06 Jan 2021 20:22:22 GMT",6.271,2_39_139_28_2021-01-06 18:20:37.685814,0002,CA-303,2-39-139-28,America/Los_Angeles,000005594,250.0,25.0,100.0,480.0,"Wed, 06 Jan 2021 18:20:52 GMT",True,"Thu, 07 Jan 2021 02:20:53 GMT",5594.0
600b7c1df9af8b5e99d89719,0039,"Wed, 06 Jan 2021 20:08:50 GMT","Wed, 06 Jan 2021 20:57:22 GMT","Wed, 06 Jan 2021 20:57:17 GMT",2.645,2_39_125_21_2021-01-06 20:08:49.640673,0002,CA-311,2-39-125-21,America/Los_Angeles,000001746,350.0,35.0,100.0,534.0,"Wed, 06 Jan 2021 20:09:06 GMT",True,"Thu, 07 Jan 2021 05:02:50 GMT",1746.0
600b7c1df9af8b5e99d8971a,0039,"Wed, 06 Jan 2021 21:55:14 GMT","Thu, 07 Jan 2021 03:30:57 GMT","Wed, 06 Jan 2021 22:57:52 GMT",2.091,2_39_78_365_2021-01-06 21:55:14.489189,0002,CA-321,2-39-78-365,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Wed, 06 Jan 2021 21:56:02 GMT",True,"Wed, 06 Jan 2021 23:55:14 GMT",1082.0
600b7c1df9af8b5e99d8971b,0039,"Wed, 06 Jan 2021 23:33:00 GMT","Thu, 07 Jan 2021 00:06:13 GMT",,10.198,2_39_81_4550_2021-01-06 23:32:59.790977,0002,11900388,2-39-81-4550,America/Los_Angeles,000007132,274.0,8.22,30.0,480.0,"Wed, 06 Jan 2021 23:33:14 GMT",True,"Thu, 07 Jan 2021 07:33:00 GMT",7132.0
600b7c1df9af8b5e99d8971c,0039,"Thu, 07 Jan 2021 02:10:08 GMT","Thu, 07 Jan 2021 02:51:42 GMT",,20.589,2_39_81_4550_2021-01-07 02:10:07.975729,0002,11900388,2-39-81-4550,America/Los_Angeles,000009266,300.0,48.0,160.0,461.0,"Thu, 07 Jan 2021 02:10:36 GMT",True,"Thu, 07 Jan 2021 09:51:08 GMT",9266.0
600ccd9cf9af8b60986350cc,0039,"Thu, 07 Jan 2021 17:06:24 GMT","Fri, 08 Jan 2021 02:22:54 GMT","Thu, 07 Jan 2021 18:58:58 GMT",6.362,2_39_79_379_2021-01-07 17:06:24.227887,0002,CA-327,2-39-79-379,America/Los_Angeles,000009048,450.0,13.5,30.0,120.0,"Thu, 07 Jan 2021 17:06:38 GMT",True,"Thu, 07 Jan 2021 19:06:24 GMT",9048.0
600ccd9cf9af8b60986350cd,0039,"Thu, 07 Jan 2021 21:02:59 GMT","Thu, 07 Jan 2021 22:32:34 GMT","Thu, 07 Jan 2021 21:35:56 GMT",1.264,2_39_89_25_2021-01-07 21:02:59.137204,0002,CA-315,2-39-89-25,America/Los_Angeles,000000743,250.0,7.5,30.0,180.0,"Thu, 07 Jan 2021 21:03:18 GMT",True,"Fri, 08 Jan 2021 00:02:59 GMT",743.0
600ccd9cf9af8b60986350ce,0039,"Thu, 07 Jan 2021 22:00:59 GMT","Fri, 08 Jan 2021 03:47:20 GMT","Thu, 07 Jan 2021 23:02:59 GMT",2.102,2_39_78_365_2021-01-07 22:00:59.303207,0002,CA-321,2-39-78-365,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Thu, 07 Jan 2021 22:01:36 GMT",True,"Fri, 08 Jan 2021 00:00:59 GMT",1082.0
600ccd9cf9af8b60986350cf,0039,"Fri, 08 Jan 2021 01:36:36 GMT","Fri, 08 Jan 2021 01:58:52 GMT",,13.479,2_39_81_4550_2021-01-08 01:36:36.366181,0002,11900388,2-39-81-4550,America/Los_Angeles,000001085,283.0,56.6,200.0,589.0,"Fri, 08 Jan 2021 01:36:49 GMT",True,"Fri, 08 Jan 2021 11:25:36 GMT",1085.0
600ccd9cf9af8b60986350d0,0039,"Fri, 08 Jan 2021 02:41:03 GMT","Fri, 08 Jan 2021 03:04:38 GMT",,8.138,2_39_81_4550_2021-01-08 02:41:02.715839,0002,11900388,2-39-81-4550,America/Los_Angeles,000009266,300.0,48.0,160.0,461.0,"Fri, 08 Jan 2021 02:41:17 GMT",True,"Fri, 08 Jan 2021 10:22:03 GMT",9266.0
600e1f1cf9af8b62b53dfeac,0039,"Fri, 08 Jan 2021 20:16:31 GMT","Fri, 08 Jan 2021 21:17:39 GMT","Fri, 08 Jan 2021 21:17:35 GMT",3.348,2_39_125_21_2021-01-08 20:16:30.883168,0002,CA-311,2-39-125-21,America/Los_Angeles,000001746,350.0,35.0,100.0,534.0,"Fri, 08 Jan 2021 20:16:46 GMT",True,"Sat, 09 Jan 2021 05:10:31 GMT",1746.0
600e1f1cf9af8b62b53dfead,0039,"Fri, 08 Jan 2021 22:31:50 GMT","Sat, 09 Jan 2021 04:37:21 GMT","Fri, 08 Jan 2021 23:36:25 GMT",2.17,2_39_78_365_2021-01-08 22:31:50.329371,0002,CA-321,2-39-78-365,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Fri, 08 Jan 2021 22:32:26 GMT",True,"Sat, 09 Jan 2021 00:31:50 GMT",1082.0
600e1f1cf9af8b62b53dfeae,0039,"Fri, 08 Jan 2021 23:11:07 GMT","Fri, 08 Jan 2021 23:41:06 GMT",,13.497,2_39_81_4550_2021-01-08 23:10:53.856843,0002,11900388,2-39-81-4550,America/Los_Angeles,000000915,286.0,71.5,250.0,721.0,"Fri, 08 Jan 2021 23:11:07 GMT",True,"Sat, 09 Jan 2021 11:12:07 GMT",915.0
600e1f1cf9af8b62b53dfeaf,0039,"Sat, 09 Jan 2021 06:48:39 GMT","Sat, 09 Jan 2021 07:48:32 GMT",,40.83,2_39_81_4550_2021-01-09 06:48:39.227232,0002,11900388,2-39-81-4550,America/Los_Angeles,000004567,289.0,46.24,160.0,480.0,"Sat, 09 Jan 2021 06:49:17 GMT",True,"Sat, 09 Jan 2021 14:48:39 GMT",4567.0
600f709cf9af8b64ccbbf419,0039,"Sat, 09 Jan 2021 15:30:49 GMT","Sat, 09 Jan 2021 16:38:15 GMT",,34.793,2_39_81_4550_2021-01-09 15:30:48.979000,0002,11900388,2-39-81-4550,America/Los_Angeles,000000268,283.0,28.3,100.0,480.0,"Sat, 09 Jan 2021 15:31:12 GMT",True,"Sat, 09 Jan 2021 23:30:49 GMT",268.0
600f709cf9af8b64ccbbf41a,0039,"Sat, 09 Jan 2021 20:24:11 GMT","Sat, 09 Jan 2021 21:06:44 GMT",,23.645,2_39_81_4550_2021-01-09 20:24:10.652710,0002,11900388,2-39-81-4550,America/Los_Angeles,000000268,283.0,28.3,100.0,480.0,"Sat, 09 Jan 2021 20:24:38 GMT",True,"Sun, 10 Jan 2021 04:24:11 GMT",268.0
600f709cf9af8b64ccbbf41b,0039,"Sat, 09 Jan 2021 22:32:58 GMT","Sun, 10 Jan 2021 03:59:47 GMT","Sun, 10 Jan 2021 00:45:45 GMT",14.239,2_39_91_437_2021-01-09 22:32:57.977721,0002,CA-317,2-39-91-437,America/Los_Angeles,000000838,286.0,28.6,100.0,480.0,"Sat, 09 Jan 2021 22:33:25 GMT",True,"Sun, 10 Jan 2021 06:32:58 GMT",838.0
600f709cf9af8b64ccbbf41c,0039,"Sat, 09 Jan 2021 23:40:24 GMT","Sun, 10 Jan 2021 00:08:33 GMT",,17.808,2_39_81_4550_2021-01-09 23:40:23.553962,0002,11900388,2-39-81-4550,America/Los_Angeles,000010176,360.0,36.0,100.0,480.0,"Sat, 09 Jan 2021 23:40:28 GMT",True,"Sun, 10 Jan 2021 07:40:24 GMT",10176.0
600f709cf9af8b64ccbbf41d,0039,"Sun, 10 Jan 2021 00:15:09 GMT","Sun, 10 Jan 2021 00:45:42 GMT",,17.052,2_39_81_4550_2021-01-10 00:15:06.934949,0002,11900388,2-39-81-4550,America/Los_Angeles,000009283,319.0,28.71,90.0,270.0,"Sun, 10 Jan 2021 00:15:09 GMT",True,"Sun, 10 Jan 2021 04:45:09 GMT",9283.0
600f709cf9af8b64ccbbf41e,0039,"Sun, 10 Jan 2021 02:57:42 GMT","Sun, 10 Jan 2021 05:37:49 GMT","Sun, 10 Jan 2021 04:10:02 GMT",2.428,2_39_78_365_2021-01-10 02:57:41.568189,0002,CA-321,2-39-78-365,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Sun, 10 Jan 2021 02:58:16 GMT",True,"Sun, 10 Jan 2021 04:57:42 GMT",1082.0
600f709cf9af8b64ccbbf41f,0039,"Sun, 10 Jan 2021 03:45:35 GMT","Sun, 10 Jan 2021 03:49:18 GMT",,1.845,2_39_81_4550_2021-01-10 03:45:35.353474,0002,11900388,2-39-81-4550,America/Los_Angeles,000010180,630.0,63.0,100.0,480.0,"Sun, 10 Jan 2021 03:45:56 GMT",True,"Sun, 10 Jan 2021 11:45:35 GMT",10180.0
600f709cf9af8b64ccbbf420,0039,"Sun, 10 Jan 2021 04:48:52 GMT","Sun, 10 Jan 2021 05:18:55 GMT",,11.401,2_39_81_4550_2021-01-10 04:48:51.674122,0002,11900388,2-39-81-4550,America/Los_Angeles,000009322,290.0,29.0,100.0,480.0,"Sun, 10 Jan 2021 04:49:37 GMT",True,"Sun, 10 Jan 2021 12:48:52 GMT",9322.0
6010c21cf9af8b66c1cb23be,0039,"Sun, 10 Jan 2021 18:23:22 GMT","Sun, 10 Jan 2021 18:57:22 GMT",,22.185,2_39_81_4550_2021-01-10 18:23:21.545441,0002,11900388,2-39-81-4550,America/Los_Angeles,000002342,274.0,65.76,240.0,692.0,"Sun, 10 Jan 2021 18:23:46 GMT",True,"Mon, 11 Jan 2021 05:55:22 GMT",2342.0
6010c21cf9af8b66c1cb23bf,0039,"Sun, 10 Jan 2021 18:28:27 GMT","Sun, 10 Jan 2021 22:03:13 GMT","Sun, 10 Jan 2021 19:35:57 GMT",3.115,2_39_79_379_2021-01-10 18:28:26.904000,0002,CA-327,2-39-79-379,America/Los_Angeles,000002291,330.0,33.0,100.0,480.0,"Sun, 10 Jan 2021 18:29:40 GMT",True,"Mon, 11 Jan 2021 02:28:27 GMT",2291.0
6010c21cf9af8b66c1cb23c0,0039,"Sun, 10 Jan 2021 18:58:46 GMT","Sun, 10 Jan 2021 19:48:53 GMT",,20.458,2_39_81_4550_2021-01-10 18:58:45.620482,0002,11900388,2-39-81-4550,America/Los_Angeles,000001316,283.0,28.3,100.0,480.0,"Sun, 10 Jan 2021 18:59:04 GMT",True,"Mon, 11 Jan 2021 02:58:46 GMT",1316.0
6010c21cf9af8b66c1cb23c1,0039,"Mon, 11 Jan 2021 00:47:55 GMT","Mon, 11 Jan 2021 01:26:29 GMT","Mon, 11 Jan 2021 01:26:24 GMT",1.407,2_39_139_28_2021-01-11 00:47:55.490076,0002,CA-303,2-39-139-28,America/Los_Angeles,000001539,290.0,5.8,20.0,120.0,"Mon, 11 Jan 2021 00:49:06 GMT",True,"Mon, 11 Jan 2021 02:47:55 GMT",1539.0
6010c21cf9af8b66c1cb23c2,0039,"Mon, 11 Jan 2021 01:46:04 GMT","Mon, 11 Jan 2021 03:10:41 GMT","Mon, 11 Jan 2021 02:50:55 GMT",2.188,2_39_78_365_2021-01-11 01:45:26.479473,0002,CA-321,2-39-78-365,America/Los_Angeles,000001082,290.0,5.8,20.0,120.0,"Mon, 11 Jan 2021 01:46:04 GMT",True,"Mon, 11 Jan 2021 03:46:04 GMT",1082.0
6012139df9af8b68cda1cc83,0039,"Mon, 11 Jan 2021 14:33:59 GMT","Mon, 11 Jan 2021 15:26:46 GMT",,29.234,2_39_81_4550_2021-01-11 14:33:59.499525,0002,11900388,2-39-81-4550,America/Los_Angeles,000000268,283.0,28.3,100.0,480.0,"Mon, 11 Jan 2021 14:34:27 GMT",True,"Mon, 11 Jan 2021 22:33:59 GMT",268.0
6012139df9af8b68cda1cc84,0039,"Mon, 11 Jan 2021 16:19:54 GMT","Mon, 11 Jan 2021 22:59:53 GMT","Mon, 11 Jan 2021 18:55:21 GMT",9.607,2_39_79_379_2021-01-11 16:19:54.143091,0002,CA-327,2-39-79-379,America/Los_Angeles,000003853,340.0,68.0,200.0,605.0,"Mon, 11 Jan 2021 16:20:55 GMT",True,"Tue, 12 Jan 2021 02:24:54 GMT",3853.0
6012139df9af8b68cda1cc85,0039,"Mon, 11 Jan 2021 17:15:40 GMT","Mon, 11 Jan 2021 18:12:51 GMT",,27.237,2_39_81_4550_2021-01-11 17:15:40.155927,0002,11900388,2-39-81-4550,America/Los_Angeles,000009790,283.0,28.3,100.0,480.0,"Mon, 11 Jan 2021 17:15:44 GMT",True,"Tue, 12 Jan 2021 01:15:40 GMT",9790.0
6012139df9af8b68cda1cc86,0039,"Mon, 11 Jan 2021 19:08:41 GMT","Tue, 12 Jan 2021 04:02:11 GMT","Mon, 11 Jan 2021 21:08:52 GMT",6.25,2_39_139_28_2021-01-11 19:08:29.262334,0002,CA-303,2-39-139-28,America/Los_Angeles,000005594,250.0,25.0,100.0,480.0,"Mon, 11 Jan 2021 19:08:41 GMT",True,"Tue, 12 Jan 2021 03:08:41 GMT",5594.0
6012139df9af8b68cda1cc87,0039,"Mon, 11 Jan 2021 20:14:44 GMT","Mon, 11 Jan 2021 21:17:12 GMT","Mon, 11 Jan 2021 21:16:16 GMT",1.648,2_39_125_21_2021-01-11 20:14:44.289706,0002,CA-311,2-39-125-21,America/Los_Angeles,000001746,350.0,35.0,100.0,534.0,"Mon, 11 Jan 2021 20:15:03 GMT",True,"Tue, 12 Jan 2021 05:08:44 GMT",1746.0
